Text,Sentiment,word_count,char_count,clean_text,pred_label_GPT,pred_label_RoBERTa
" Holding horz support, BB squeeze, rising vol. watching to clear 200 sma 68.33  ",1,13,80,holding horz support squeeze rising vol watching clear sma,0,1
INFI from watch list gapped to over line today on vol so far of 16% full day average   ,1,18,87,infi watch list gapped line today vol far full day average,1,0
COH worse and worse,0,4,19,coh worse worse,0,0
BAC ong if beats 12.15. Stop loss 12.01,1,8,39,bac ong beat stop loss,0,0
"CT nice move this morning, gap filling in action!",1,9,49,nice move morning gap filling action,1,1
SPW 1;1.382 14.62 1:1.50 15.24 1:1:618 15.86 Poss Daily Gartley moves,1,11,69,spw poss daily gartley move,0,1
GOOG crosses above 800 wow !!  ,1,6,31,goog cross wow,1,1
GS continues to make new highs -   ,1,7,35,continues make new high,1,1
China Shanghai Composite Breaks Key Supprt FXI BID NTES SINA SOH YOK YZC XME JOY CAT X  ,1,17,88,china shanghai composite break key supprt fxi bid ntes sina soh yok yzc xme joy cat,0,1
QIK holding below 26.50 makes sense on the short side,0,10,53,qik holding make sense short side,0,0
GAE Xi Pharmaceuticals [XII] Announces pcoming Presentations  ,1,7,62,gae pharmaceutical xii announces pcoming presentation,0,1
NFX Has that I wanna be a 200 stock feel,1,10,40,nfx wanna stock feel,1,0
People are way too damn happy about NFX. I wouldn't touch it with a 10 foot stick right now. Needs a serious pullback.,0,23,118,people way damn happy nfx touch foot stick right need serious pullback,0,0
GOOG sold 1/2 of long position   ,1,6,33,goog sold long position,0,1
GAE something going on long 1.84 -1.85 1.86,1,8,43,gae something going long,0,1
user: BAC Stop loss in 12.09 after beating 12.20,1,9,48,user bac stop loss beating,1,0
AAP in time will retest 1/25 low 435 area (holding short)  ,0,11,59,aap time retest low area holding short,0,1
So if AAP and WMT crack... it won't bode will for the XT... ,0,13,60,aap wmt crack bode,0,0
MGE buying long 2.68 2.69,1,5,25,mge buying long,0,1
FNS long a bit,1,4,14,fns long bit,0,0
AMD Chooo Choo pop to bankruptcy?,0,6,33,amd chooo choo pop bankruptcy,0,0
WFM Watch 87.11. If breached get out of the way,0,10,47,wfm watch breached get way,0,0
GIS Stop loss in 45.04 after beating 45.27,1,8,42,gi stop loss beating,1,0
user AKAM on the radar as a potential short vs 39.30  ,0,11,54,user akam radar potential short,0,1
user: user AKAM on the radar as a potential short vs 39.30  ,0,12,60,user user akam radar potential short,0,1
GAE 1.90 now may buy more 1.93 - gut shot to 2.00,1,12,49,gae may buy gut shot,1,1
user in on EV since 14.95 it has had a huge run and isn't really showing signs of stopping yet. Don't want to be greedy...thoughts?,1,25,131,user since huge run really showing sign stopping yet want greedy thought,1,0
"The first target for NEM below 43 is 40, but there is room for a bigger move to 28 for this value trap as long as it holds below 43",0,30,131,first target nem room bigger move value trap long hold,0,1
Whoopsie: Costco CEO: We Shouldn't Have sed Tiffany to Describe ings [EXCSIVE]  COST TIF ,1,14,89,whoopsie costco ceo sed tiffany describe ings excsive cost tif,0,0
EAT lod  ,0,2,9,eat lod,0,1
GS with Fibs & next res pts at 160.69 and 166.06  ,1,11,50,fib next pt,0,1
NIS over SMA30 and SMA50 now. Et's go. ONG,1,9,42,ni sma sma ong,1,1
short FCX needs to retest 30 level,0,7,34,short fcx need retest level,0,0
GAE 1.95 now - 2 is a lock in now!!!!!!!!!!!,1,10,44,gae lock,1,1
"After the failed breakout last week, JAZZ is setting up again. eports Feb 26 AMC  ",1,15,82,failed breakout last week jazz setting eports feb amc,0,0
"BCD holding up well. BollingerBand Break, OBV Confirms, SI confirms, ADX tryin to reflect uptrend  ",1,15,99,bcd holding well bollingerband break obv confirms confirms adx tryin reflect uptrend,1,1
"user I agree, GOOG is severly overbought in this overinflated market.. expect a short position from me soon...",0,18,110,user agree goog severly overbought overinflated market expect short position soon,0,0
AAP Expect to break upside;Triggers:Einhorn+Shareholder meeting+iWatch+Good base around 450 area.  ,1,10,99,aap expect break upside trigger einhorn shareholder meeting iwatch good base around area,1,1
Good news AAP rated #1 brand.. call your broker and have them raise it's value!  ,1,15,81,good news aap rated brand call broker raise value,1,1
egional Banks Have The Best Trade Setups Out There BAC FME MTB NPBC  ,1,13,69,egional bank best trade setup bac fme mtb npbc,1,1
SPW ooking for 50% retracement of move from 8 to todays high 13.66,0,13,66,spw ooking retracement move today high,0,1
SPW I love these bankrupt solar companies on momo pumps FS TS CSIQ,0,13,66,spw love bankrupt solar company momo pump csiq,0,0
ACX Today's P reads very positive.Would like to see the stock back at highs by month-end. More results coming. XV BBH,1,21,117,acx today read positive would like see stock back high month end result coming bbh,1,1
WT -Time to break out of the inverse H&S... Target 50,1,11,53,time break inverse target,1,1
CHE (home healthcare svs) at new all-time highs on heave volume  ,1,11,65,che home healthcare svs new time high heave volume,1,1
user: GOOG Stop loss in 803.79 after beating 805.00,1,9,51,user goog stop loss beating,1,0
BAC Will go to 12 imho,0,6,22,bac imho,0,1
GOOG Stop loss in 804.41 after beating 805.50,1,8,45,goog stop loss beating,1,0
Just picked up a couple MA13 PTS on ODP good idea? ol.,0,12,54,picked couple pt odp good idea,0,1
BAC Vol. Fall on EOD.. Possibly  Small Sell-Off !,0,9,49,bac vol fall eod possibly small sell,0,0
BAC Out of my short for  Should go around 12.00 to consolidate.,0,12,63,bac short around consolidate,0,1
QCO  Is this running up into the close? Wonder if that is a Positive indicator. I still have not bought enough. Please come down a little.,1,26,138,qco running close wonder positive indicator still bought enough please come little,0,1
"ed Weekly Triangle on SONC,.....Scaling p  ",1,6,43,weekly triangle sonc scaling,0,1
QCO new hod nice - holding overnight to 34,1,9,42,qco new hod nice holding overnight,1,1
"ed Weekly Triangle on DVAX,...Open ong at 2.95  ",1,8,48,weekly triangle dvax open ong,1,1
Two straight dojis for CM at 175 - a big level.,0,11,47,two straight dojis big level,0,1
"TSCO nice setup here, maybe sideways a few more days then a close above 105 to seal the deal.",1,19,93,tsco nice setup maybe sideways day close seal deal,0,1
GAE closed right on the money at 2.00 - should see 2.20 tomorrow,1,13,64,gae closed right money see tomorrow,1,1
"user So, What That Mean? for DVAX",1,7,33,user mean dvax,0,0
"ed Monthly Triangle on CSN,.....Scaling P  ",1,6,43,monthly triangle csn scaling,0,1
"user of OSV: Fundamentally, it is extremely cheap by being priced for zero growth. Coming from someone who doesn't like AAP/products",1,21,132,user osv fundamentally extremely cheap priced zero growth coming someone like aap product,0,0
ADM #Food #Archer Daniels Midland #breakout!  ,1,6,46,adm food archer daniel midland breakout,1,1
"ed Weekly Triangle on FNFG,......Scaling p  ",1,6,44,weekly triangle fnfg scaling,0,1
SMA nice,1,2,8,sma nice,1,1
#ed obin GB boing!  ,1,4,20,obin boing,1,1
en fuego! FMX EWW #Mexico! #international KO  ,1,7,46,fuego fmx eww mexico international,1,0
GEVO uptrending from double bottom; 50 DMA crossing 200 DMA. Asc T/ = 20 DMA. Stop under 2.25  ,1,18,95,gevo uptrending double bottom dma crossing dma asc dma stop,1,0
Market Notes Video  - today's News buys included  INFI NTS BMN ANAD SGI DC   AEP,1,15,80,market note video today news buy included infi nt bmn anad sgi aep,0,1
ZNGA looks good long here w a stop 3.09.. still long some but mostly sold [not adding],1,17,86,znga look good long stop still long mostly sold adding,0,1
"Trade idea buy GGS  4.60 , target 5.47, cut below 4.20  ",1,11,56,trade idea buy ggs target cut,1,1
NOV National Oilwell Varco: Excellent Opportunity To Invest In ndervalued Company  ,1,11,83,nov national oilwell varco excellent opportunity invest ndervalued company,1,1
AfterHours Most Advanced: NTSP MBS SINA MDX OPE STA CTT AIA BEAV DMD ZB PI GDOT AWI,1,17,83,afterhours advanced ntsp mb sina mdx ope sta ctt aia beav dmd gdot awi,0,1
GOOG  I only use Google. Heck I use Google for everything. I don't own the stock but I am still bullish on it.,1,23,110,goog use google heck use google everything stock still bullish,1,1
I believe there is a sort of manipulation going on with the XT when you compare the price moves against the underlying holdings like WMT,0,25,136,believe sort manipulation going compare price move underlying holding like wmt,0,0
For the past 10 years  has booked an avg return: 6.6% from Jan to Mar option expiration. Posting positive returns for 8 of past 10 years,1,26,136,past year booked avg return jan mar option expiration posting positive return past year,1,1
For the past 10 years  has posted a Best return: 21% Worst return: -8% during the Jan to Mar option expiration time frame,1,23,121,past year posted best return worst return jan mar option expiration time frame,0,0
For the past 10 years VFC has booked an avg return: 7.3% from Jan to Mar option expiration. Posting positive returns 10/10 years (100%),1,24,135,past year vfc booked avg return jan mar option expiration posting positive return year,1,1
Both GI and  have increased in price for 8 of the past 10 years in the Jan to Mar option expiration time frame.,1,23,111,increased price past year jan mar option expiration time frame,1,0
VFC has increased in price for 10 of the past 10 years (100% of the time) from Jan to Mar option expiration:  ,1,22,110,vfc increased price past year time jan mar option expiration,1,0
The dip last week to 15.55  might have been an amazing opportunity for investors to buy OVTI  ,1,17,94,dip last week might amazing opportunity investor buy ovti,1,1
MSFT closed above its 200EMA.Short-term uptrend is intact and signals further bullishness  ,1,12,91,msft closed ema short term uptrend intact signal bullishness,1,1
GD ABX NEM DZZ AY  - Deutsche Bank: Today is an important day for investors in gold  ,0,17,85,abx nem dzz deutsche bank today important day investor gold,0,1
ODP and OMX two failing companies joining to fail as ONE!,0,11,57,odp omx two failing company joining fail one,0,0
"QCO Screener- over 500k vol-over 2% Divy-Peg under 1-Positive Inst. Trans-25% growth Q/Q-short interest over 20%, There's only one QCO",1,20,134,qco screener k vol divy peg positive inst trans growth short interest one qco,1,1
user  IFE is good?;),0,4,20,user ife good,0,1
user EBAY is on the radar for a move out of this new range above 52.26  ,1,16,72,user ebay radar move new range,1,1
Pre-Market osers: HN GMN BHP BB SODA GD IO AGO A GDX,0,12,52,pre market osers gmn bhp soda ago gdx,0,1
NEOG has positive fundamental trends & a push through 48 of a cup&handle. pside mid-50+  ,1,15,89,neog positive fundamental trend push cup handle pside mid,1,1
"SPW pauses, SCTY continues its run, up > 20% in 1 month:  ",1,12,58,spw pause scty continues run month,1,1
short CAT,0,2,9,short cat,0,0
ODP it's on!,1,3,12,odp,1,0
ISG this technology is still in its infancy...the demand is there.  Hospitals/surgeons want it.  Will only get better over time imo.,1,21,132,isg technology still infancy demand hospital surgeon want get better time imo,1,0
GAE 2.11+ selling from daytrade & swing trades played from 1.85 to break 2.00 - it sure did thanks GAE,1,20,102,gae selling daytrade swing trade played break sure thanks gae,1,1
VXY ZB_F reversal - #FED distributing cash to banks GS JPM MS BAC,0,13,65,vxy reversal fed distributing cash bank jpm bac,0,1
Fund trxfr will be good to go by tomorrow - will be joining DVAX bulls by adding more calls,1,19,91,fund trxfr good tomorrow joining dvax bull adding call,1,1
NSPH Our software initiated a purchase at 2.03/share.  We are looking for a quick 7-8% #swingtrade on this #stock.  ,1,19,116,nsph software initiated purchase share looking quick swingtrade stock,1,1
AAP Apple VIX up today.   ,1,5,26,aap apple vix today,0,1
"CM 30 min O - ema just below. Short thx user - no position yet,  ",0,15,65,min ema short thx user position yet,0,1
JVA moving up nicely,1,4,20,jva moving nicely,1,1
hum below 72.6 was strong can get all the way back to 71 and 70.,0,15,64,hum strong get way back,0,1
"Green Daily Triangle on MH,....Open Sell Short at 3.93  ",0,9,56,green daily triangle open sell short,0,1
GMX penny again soon ?,0,5,22,gmx penny soon,0,1
MON How quickly investors forget the massive beat in earnings reported in Jan. And the big uptick in 2013 guidance. Short minded. SPY XB,1,24,136,mon quickly investor forget massive beat earnings reported jan big uptick guidance short minded spy,1,0
AON eaches New 52-Week High. ong if beats 59.13. Stop loss 58.79  ,1,12,66,aon eaches new week high ong beat stop loss,1,1
SWI still down small but put in context this still looks good  ,1,12,63,swi still small put context still look good,1,1
SPY triggered at 10:30 AM sorry _ got tied up with AAP   ,0,12,57,spy triggered sorry got tied aap,0,0
"OCN down small from entry, low volume decline into support  ",1,10,60,ocn small entry low volume decline support,0,0
